Instance_Name,Index,Number_Of_Customers,Number_Of_Hotels,Objective_Value,Sum_of_Trips,Penalties,Hotel_Fees,Max_Trip_Length,Number_Of_Trips,Prize,Time,Trace
rc101_3,34,100,6,2679,683,692,1304,236,3,2210,0.0024459362030029297,[2679]
rc101_3,35,100,6,3429,804,691,1934,233,4,2211,0.0030183792114257812,[3429]
rc101_3,36,100,6,1863,814,716,333,220,4,2186,0.004806041717529297,[1863]
rc101_3,37,100,6,1968,936,699,333,236,4,2203,0.0033249855041503906,[1968]
rc101_3,38,100,6,2158,1019,695,444,240,5,2207,0.004097461700439453,[2158]
rc101_3,39,100,6,4406,1085,713,2608,234,5,2189,0.0038728713989257812,[4406]
rc101_3,40,100,6,2907,735,713,1459,224,4,2189,0.0027990341186523438,[2907]
rc101_3,41,100,6,2025,932,716,377,240,4,2186,0.0031042098999023438,[2025]
rc101_3,42,100,6,1888,852,703,333,240,4,2199,0.002775430679321289,[1888]
rc101_3,43,100,6,1977,919,681,377,240,4,2221,0.0031702518463134766,[1977]
rc101_3,44,100,6,2251,1105,702,444,239,5,2200,0.0037364959716796875,[2251]
rc101_3,45,100,6,2646,658,706,1282,240,3,2196,0.002143383026123047,[2646]
rc101_3,46,100,6,2620,628,710,1282,226,3,2192,0.0023849010467529297,[2620]
rc101_3,47,100,6,2274,1035,707,532,238,5,2195,0.0055959224700927734,[2274]
rc101_3,48,100,6,2210,1083,683,444,234,5,2219,0.003541707992553711,[2210]
rc101_3,49,100,6,1978,933,712,333,237,4,2190,0.004725933074951172,[1978]
pr8_2,0,144,6,408558,8558,0,400000,1992,5,14400,0.005059719085693359,[408558]
pr8_2,1,144,6,408462,8462,0,400000,1975,5,14400,0.004868268966674805,[408462]
pr8_2,2,144,6,408499,8499,0,400000,1970,5,14400,0.005087852478027344,[408499]
pr8_2,3,144,6,408332,8332,0,400000,1969,5,14400,0.00487065315246582,[408332]
pr8_2,4,144,6,408400,8400,0,400000,1986,5,14400,0.004801273345947266,[408400]
pr8_2,5,144,6,408691,8691,0,400000,1999,5,14400,0.005025148391723633,[408691]
pr8_2,6,144,6,408535,8535,0,400000,1990,5,14400,0.0050029754638671875,[408535]
pr8_2,7,144,6,408494,8494,0,400000,1993,5,14400,0.00867915153503418,[408494]
pr8_2,8,144,6,408526,8526,0,400000,1984,5,14400,0.00873422622680664,[408526]
pr8_2,9,144,6,408400,8400,0,400000,2000,5,14400,0.008801460266113281,[408400]
pr8_2,10,144,6,409008,9008,0,400000,1994,5,14400,0.004888057708740234,[409008]
pr8_2,11,144,6,408535,8535,0,400000,1978,5,14400,0.004944324493408203,[408535]
pr8_2,12,144,6,408790,8790,0,400000,2000,5,14400,0.004925966262817383,[408790]
pr8_2,13,144,6,408896,8896,0,400000,1994,5,14400,0.00510096549987793,[408896]
pr8_2,14,144,6,408512,8512,0,400000,1993,5,14400,0.008341789245605469,[408512]
pr8_2,15,144,6,408317,8317,0,400000,1983,5,14400,0.004820346832275391,[408317]
pr8_2,16,144,6,408311,8311,0,400000,1998,5,14400,0.004749774932861328,[408311]
pr8_2,17,144,6,408623,8623,0,400000,1993,5,14400,0.005074977874755859,[408623]
pr8_2,18,144,6,408548,8548,0,400000,1989,5,14400,0.008298873901367188,[408548]
pr8_2,19,144,6,408223,8223,0,400000,1978,5,14400,0.008797168731689453,[408223]
pr8_2,20,144,6,408658,8658,0,400000,1997,5,14400,0.008548974990844727,[408658]
pr8_2,21,144,6,408923,8923,0,400000,1994,5,14400,0.0049784183502197266,[408923]
pr8_2,22,144,6,408902,8902,0,400000,1999,5,14400,0.0052258968353271484,[408902]
pr8_2,23,144,6,408480,8480,0,400000,1973,5,14400,0.004935264587402344,[408480]
pr8_2,24,144,6,408183,8183,0,400000,2000,5,14400,0.00816202163696289,[408183]
pr8_2,25,144,6,408736,8736,0,400000,1996,5,14400,0.06443452835083008,[408736]
pr8_2,26,144,6,408478,8478,0,400000,1985,5,14400,0.00506901741027832,[408478]
pr8_2,27,144,6,408236,8236,0,400000,1999,5,14400,0.004782676696777344,[408236]
pr8_2,28,144,6,408577,8577,0,400000,1995,5,14400,0.004845857620239258,[408577]
pr8_2,29,144,6,408573,8573,0,400000,1996,5,14400,0.00496363639831543,[408573]
pr8_2,30,144,6,408359,8359,0,400000,1993,5,14400,0.004948616027832031,[408359]
pr8_2,31,144,6,408555,8555,0,400000,1966,5,14400,0.004996776580810547,[408555]
pr8_2,32,144,6,408633,8633,0,400000,1997,5,14400,0.00493311882019043,[408633]
pr8_2,33,144,6,408015,8015,0,400000,1983,5,14400,0.004678964614868164,[408015]
pr8_2,34,144,6,408496,8496,0,400000,1991,5,14400,0.004809379577636719,[408496]
pr8_2,35,144,6,408590,8590,0,400000,1999,5,14400,0.008697032928466797,[408590]
pr8_2,36,144,6,408634,8634,0,400000,1988,5,14400,0.008797168731689453,[408634]
pr8_2,37,144,6,408428,8428,0,400000,1996,5,14400,0.008573770523071289,[408428]
pr8_2,38,144,6,408604,8604,0,400000,1998,5,14400,0.0048007965087890625,[408604]
pr8_2,39,144,6,408974,8974,0,400000,1986,5,14400,0.005081653594970703,[408974]
pr8_2,40,144,6,408365,8365,0,400000,1979,5,14400,0.004883766174316406,[408365]
pr8_2,41,144,6,408596,8596,0,400000,1989,5,14400,0.00501561164855957,[408596]
pr8_2,42,144,6,408461,8461,0,400000,2000,5,14400,0.005028247833251953,[408461]
pr8_2,43,144,6,408651,8651,0,400000,1993,5,14400,0.00821375846862793,[408651]
pr8_2,44,144,6,408195,8195,0,400000,1980,5,14400,0.008721590042114258,[408195]
pr8_2,45,144,6,408868,8868,0,400000,1973,5,14400,0.005174398422241211,[408868]
pr8_2,46,144,6,408512,8512,0,400000,1974,5,14400,0.005042314529418945,[408512]
pr8_2,47,144,6,408742,8742,0,400000,1997,5,14400,0.005056619644165039,[408742]
pr8_2,48,144,6,408546,8546,0,400000,1974,5,14400,0.005017518997192383,[408546]
pr8_2,49,144,6,408481,8481,0,400000,1982,5,14400,0.004876613616943359,[408481]
gil250_1,0,249,1,102477,2477,0,100000,1302,2,9090,0.005160093307495117,[102477]
gil250_1,1,249,1,202883,2883,0,200000,1305,3,9141,0.007161855697631836,[202883]
gil250_1,2,249,1,203536,3536,0,200000,1300,3,9093,0.013273954391479492,[203536]
gil250_1,3,249,1,203797,3797,0,200000,1295,3,9154,0.01564311981201172,[203797]
gil250_1,4,249,1,203619,3619,0,200000,1297,3,9128,0.0175168514251709,[203619]
gil250_1,5,249,1,202888,2888,0,200000,1305,3,9081,0.006777048110961914,[202888]
gil250_1,6,249,1,102324,2324,0,100000,1296,2,9153,0.006054401397705078,[102324]
gil250_1,7,249,1,203376,3376,0,200000,1298,3,9085,0.06723809242248535,[203376]
gil250_1,8,249,1,203455,3455,0,200000,1299,3,9084,0.014809846878051758,[203455]
gil250_1,9,249,1,202829,2829,0,200000,1281,3,9094,0.01179194450378418,[202829]
gil250_1,10,249,1,203226,3226,0,200000,1302,3,9117,0.007250308990478516,[203226]
gil250_1,11,249,1,203000,3000,0,200000,1303,3,9104,0.01254582405090332,[203000]
gil250_1,12,249,1,102262,2262,0,100000,1289,2,9132,0.005254507064819336,[102262]
gil250_1,13,249,1,202967,2967,0,200000,1303,3,9094,0.01179194450378418,[202967]
gil250_1,14,249,1,203580,3580,0,200000,1305,3,9156,0.008142709732055664,[203580]
gil250_1,15,249,1,202733,2733,0,200000,1299,3,9128,0.005777597427368164,[202733]
gil250_1,16,249,1,102462,2462,0,100000,1305,2,9096,0.004743099212646484,[102462]
gil250_1,17,249,1,102535,2535,0,100000,1286,2,9122,0.01256704330444336,[102535]
gil250_1,18,249,1,203489,3489,0,200000,1279,3,9101,0.007909774780273438,[203489]
gil250_1,19,249,1,102434,2434,0,100000,1303,2,9085,0.005059480667114258,[102434]
gil250_1,20,249,1,102501,2501,0,100000,1305,2,9134,0.0727396011352539,[102501]
gil250_1,21,249,1,203237,3237,0,200000,1304,3,9115,0.005916595458984375,[203237]
gil250_1,22,249,1,102409,2409,0,100000,1300,2,9110,0.012574911117553711,[102409]
gil250_1,23,249,1,102452,2452,0,100000,1302,2,9125,0.0047607421875,[102452]
gil250_1,24,249,1,102533,2533,0,100000,1302,2,9135,0.0060405731201171875,[102533]
gil250_1,25,249,1,102537,2537,0,100000,1293,2,9096,0.006049156188964844,[102537]
gil250_1,26,249,1,102439,2439,0,100000,1288,2,9145,0.012207269668579102,[102439]
gil250_1,27,249,1,102505,2505,0,100000,1300,2,9083,0.006301403045654297,[102505]
gil250_1,28,249,1,202727,2727,0,200000,1291,3,9157,0.012054204940795898,[202727]
gil250_1,29,249,1,203714,3714,0,200000,1284,3,9085,0.0065844058990478516,[203714]
gil250_1,30,249,1,202710,2710,0,200000,1304,3,9102,0.00534510612487793,[202710]
gil250_1,31,249,1,203788,3788,0,200000,1269,3,9140,0.013739347457885742,[203788]
gil250_1,32,249,1,102406,2406,0,100000,1295,2,9147,0.005533456802368164,[102406]
gil250_1,33,249,1,102210,2210,0,100000,1303,2,9082,0.011991024017333984,[102210]
gil250_1,34,249,1,102189,2189,0,100000,1289,2,9130,0.005609750747680664,[102189]
gil250_1,35,249,1,203320,3320,0,200000,1284,3,9105,0.007497072219848633,[203320]
gil250_1,36,249,1,102435,2435,0,100000,1297,2,9175,0.005490541458129883,[102435]
gil250_1,37,249,1,102392,2392,0,100000,1292,2,9085,0.006047725677490234,[102392]
gil250_1,38,249,1,102258,2258,0,100000,1303,2,9100,0.006786823272705078,[102258]
gil250_1,39,249,1,102177,2177,0,100000,1284,2,9092,0.0059397220611572266,[102177]
gil250_1,40,249,1,102206,2206,0,100000,1266,2,9085,0.0056269168853759766,[102206]
gil250_1,41,249,1,102462,2462,0,100000,1273,2,9108,0.011584043502807617,[102462]
gil250_1,42,249,1,102481,2481,0,100000,1300,2,9089,0.006087779998779297,[102481]
gil250_1,43,249,1,102288,2288,0,100000,1299,2,9092,0.005949258804321289,[102288]
gil250_1,44,249,1,102381,2381,0,100000,1276,2,9112,0.005978584289550781,[102381]
gil250_1,45,249,1,102369,2369,0,100000,1296,2,9116,0.01141214370727539,[102369]
gil250_1,46,249,1,202943,2943,0,200000,1300,3,9086,0.005384922027587891,[202943]
gil250_1,47,249,1,203026,3026,0,200000,1277,3,9086,0.01251840591430664,[203026]
gil250_1,48,249,1,203210,3210,0,200000,1299,3,9098,0.005518913269042969,[203210]
gil250_1,49,249,1,102423,2423,0,100000,1303,2,9112,0.006131887435913086,[102423]
gil262_1,0,249,13,7588,2657,2995,1936,316,10,9111,0.006089925765991211,[7588]
gil262_1,1,249,13,6512,2257,2907,1348,317,8,9199,0.00610661506652832,[6512]
gil262_1,2,249,13,8156,2850,2972,2334,320,10,9134,0.013595104217529297,[8156]
gil262_1,3,249,13,7673,2788,2957,1928,320,10,9149,0.0124664306640625,[7673]
gil262_1,4,249,13,8810,3193,2993,2624,320,11,9113,0.006055593490600586,[8810]
gil262_1,5,249,13,7051,2654,3025,1372,318,9,9081,0.006527423858642578,[7051]
gil262_1,6,249,13,8730,3370,2976,2384,319,11,9130,0.03140974044799805,[8730]
gil262_1,7,249,13,7779,3324,3025,1430,319,11,9081,1.2488477230072021,[7779]
gil262_1,8,249,13,8306,3041,2983,2282,319,10,9123,0.005989789962768555,[8306]
gil262_1,9,249,13,8244,2902,3002,2340,320,10,9104,0.005757570266723633,[8244]
gil262_1,10,249,13,6948,2657,3005,1286,319,9,9101,0.015563249588012695,[6948]
gil262_1,11,249,13,7785,2656,2999,2130,319,9,9107,0.005681276321411133,[7785]
gil262_1,12,249,13,7397,2674,3011,1712,320,10,9095,0.006190061569213867,[7397]
gil262_1,13,249,13,6851,2441,2996,1414,319,8,9110,0.0061342716217041016,[6851]
gil262_1,14,249,13,7640,2890,2990,1760,319,10,9116,0.0059659481048583984,[7640]
gil262_1,15,249,13,7493,2895,2996,1602,317,10,9110,0.005780458450317383,[7493]
gil262_1,16,249,13,7657,3379,3018,1260,318,11,9088,0.007416963577270508,[7657]
gil262_1,17,249,13,7573,2875,2990,1708,320,10,9116,0.00617527961730957,[7573]
gil262_1,18,249,13,7830,2951,3007,1872,320,10,9099,0.005472421646118164,[7830]
gil262_1,19,249,13,7262,2678,2988,1596,318,9,9118,0.0060808658599853516,[7262]
gil262_1,20,249,13,8046,3188,2998,1860,316,11,9108,0.00665593147277832,[8046]
gil262_1,21,249,13,6585,2458,2951,1176,320,8,9155,0.012387990951538086,[6585]
gil262_1,22,249,13,7596,2887,2715,1994,320,10,9391,0.013480663299560547,[7596]
gil262_1,23,249,13,7178,2454,3020,1704,320,8,9086,0.01241612434387207,[7178]
gil262_1,24,249,13,7366,2477,3003,1886,316,9,9103,0.005693197250366211,[7366]
gil262_1,25,249,13,6978,2536,3000,1442,318,9,9106,0.005885124206542969,[6978]
gil262_1,26,249,13,7366,2597,3001,1768,320,9,9105,0.005383729934692383,[7366]
gil262_1,27,249,13,7142,2461,3013,1668,319,8,9093,0.00543975830078125,[7142]
gil262_1,28,249,13,7604,2641,2953,2010,320,9,9153,0.006990909576416016,[7604]
gil262_1,29,249,13,7860,3085,2991,1784,315,11,9115,0.006486654281616211,[7860]
gil262_1,30,249,13,7842,2984,2996,1862,320,10,9110,0.005730152130126953,[7842]
gil262_1,31,249,13,7135,2903,3002,1230,320,10,9104,0.007253885269165039,[7135]
gil262_1,32,249,13,7247,3061,3000,1186,318,10,9106,0.006993770599365234,[7247]
gil262_1,33,249,13,7718,2640,3002,2076,320,9,9104,0.03977227210998535,[7718]
gil262_1,34,249,13,8280,2936,2976,2368,319,10,9130,0.006142854690551758,[8280]
gil262_1,35,249,13,7713,3212,2979,1522,319,11,9127,0.006385087966918945,[7713]
gil262_1,36,249,13,8509,3384,2951,2174,319,11,9155,1.328244924545288,[8509]
gil262_1,37,249,13,8153,2841,3006,2306,319,10,9100,0.013191699981689453,[8153]
gil262_1,38,249,13,7249,2406,2985,1858,319,8,9121,0.012778043746948242,[7249]
gil262_1,39,249,13,8216,3261,3001,1954,320,11,9105,0.005961179733276367,[8216]
gil262_1,40,249,13,8151,3214,2975,1962,320,11,9131,0.01369476318359375,[8151]
gil262_1,41,249,13,8748,3146,3004,2598,319,11,9102,0.006810903549194336,[8748]
gil262_1,42,249,13,7585,2616,2919,2050,320,9,9187,0.006490230560302734,[7585]
gil262_1,43,249,13,8133,3246,2973,1914,317,11,9133,0.012346506118774414,[8133]
gil262_1,44,249,13,8266,3031,3009,2226,319,11,9097,0.006170034408569336,[8266]
gil262_1,45,249,13,8091,2947,3018,2126,318,10,9088,0.005705833435058594,[8091]
gil262_1,46,249,13,7522,3208,2980,1334,320,11,9126,0.01448678970336914,[7522]
gil262_1,47,249,13,7463,2900,2995,1568,320,10,9111,0.012874364852905273,[7463]
gil262_1,48,249,13,7554,2703,3017,1834,320,9,9089,0.00678253173828125,[7554]
gil262_1,49,249,13,8377,3231,2978,2168,318,11,9128,0.006514072418212891,[8377]
a280_1,0,279,10,904893,4893,0,900000,514,10,27900,0.011564016342163086,[904893]
a280_1,1,279,10,905011,5011,0,900000,513,10,27900,0.011447668075561523,[905011]
a280_1,2,279,10,905046,5046,0,900000,514,10,27900,0.011445283889770508,[905046]
a280_1,3,279,10,1005309,5309,0,1000000,510,11,27900,0.016719818115234375,[1005309]
a280_1,4,279,10,1005249,5249,0,1000000,513,11,27900,0.01700139045715332,[1005249]
a280_1,5,279,10,1005293,5293,0,1000000,513,11,27900,0.01396036148071289,[1005293]
a280_1,6,279,10,904822,4822,0,900000,515,10,27900,0.010907173156738281,[904822]
a280_1,7,279,10,904914,4914,0,900000,515,10,27900,0.015074014663696289,[904914]
a280_1,8,279,10,904972,4972,0,900000,514,10,27900,0.0177152156829834,[904972]
a280_1,9,279,10,904877,4877,0,900000,515,10,27900,0.017096519470214844,[904877]
a280_1,10,279,10,905079,5079,0,900000,515,10,27900,0.058002471923828125,[905079]
a280_1,11,279,10,1005290,5290,0,1000000,515,11,27900,0.01195526123046875,[1005290]
a280_1,12,279,10,904860,4860,0,900000,513,10,27900,0.016449689865112305,[904860]
a280_1,13,279,10,1005262,5262,0,1000000,510,11,27900,0.017128705978393555,[1005262]
a280_1,14,279,10,904891,4891,0,900000,515,10,27900,0.015392065048217773,[904891]
a280_1,15,279,10,1005210,5210,0,1000000,514,11,27900,0.011787652969360352,[1005210]
a280_1,16,279,10,905008,5008,0,900000,515,10,27900,0.016686677932739258,[905008]
a280_1,17,279,10,1005137,5137,0,1000000,513,11,27900,0.016712665557861328,[1005137]
a280_1,18,279,10,1105631,5631,0,1100000,514,12,27900,0.012172698974609375,[1105631]
a280_1,19,279,10,1005146,5146,0,1000000,512,11,27900,0.011480331420898438,[1005146]
a280_1,20,279,10,1005137,5137,0,1000000,514,11,27900,0.011789083480834961,[1005137]
a280_1,21,279,10,904841,4841,0,900000,511,10,27900,0.011223554611206055,[904841]
a280_1,22,279,10,904967,4967,0,900000,512,10,27900,0.011060476303100586,[904967]
a280_1,23,279,10,904865,4865,0,900000,513,10,27900,0.01151585578918457,[904865]
a280_1,24,279,10,1005228,5228,0,1000000,514,11,27900,0.012024164199829102,[1005228]
a280_1,25,279,10,1005447,5447,0,1000000,513,11,27900,0.011737346649169922,[1005447]
a280_1,26,279,10,1005234,5234,0,1000000,515,11,27900,0.012386083602905273,[1005234]
a280_1,27,279,10,1005281,5281,0,1000000,514,11,27900,0.011998653411865234,[1005281]
a280_1,28,279,10,1005186,5186,0,1000000,513,11,27900,0.01851344108581543,[1005186]
a280_1,29,279,10,1005445,5445,0,1000000,514,11,27900,0.016706466674804688,[1005445]
a280_1,30,279,10,1005154,5154,0,1000000,510,11,27900,0.011573314666748047,[1005154]
a280_1,31,279,10,904772,4772,0,900000,515,10,27900,0.016489744186401367,[904772]
a280_1,32,279,10,905020,5020,0,900000,513,10,27900,0.016518115997314453,[905020]
a280_1,33,279,10,1005183,5183,0,1000000,515,11,27900,0.015784502029418945,[1005183]
a280_1,34,279,10,1005317,5317,0,1000000,515,11,27900,0.011833906173706055,[1005317]
a280_1,35,279,10,1005255,5255,0,1000000,514,11,27900,0.011610984802246094,[1005255]
a280_1,36,279,10,904957,4957,0,900000,511,10,27900,0.010950326919555664,[904957]
a280_1,37,279,10,904986,4986,0,900000,514,10,27900,0.01552581787109375,[904986]
a280_1,38,279,10,904873,4873,0,900000,515,10,27900,0.011451005935668945,[904873]
a280_1,39,279,10,904814,4814,0,900000,515,10,27900,0.017321109771728516,[904814]
a280_1,40,279,10,904985,4985,0,900000,514,10,27900,0.018756628036499023,[904985]
a280_1,41,279,10,904860,4860,0,900000,515,10,27900,0.018558979034423828,[904860]
a280_1,42,279,10,904910,4910,0,900000,515,10,27900,0.05834388732910156,[904910]
a280_1,43,279,10,904628,4628,0,900000,515,10,27900,0.01622462272644043,[904628]
a280_1,44,279,10,904722,4722,0,900000,515,10,27900,0.015932559967041016,[904722]
a280_1,45,279,10,904854,4854,0,900000,514,10,27900,0.010949134826660156,[904854]
a280_1,46,279,10,1005158,5158,0,1000000,515,11,27900,0.013713836669921875,[1005158]
a280_1,47,279,10,904934,4934,0,900000,512,10,27900,0.013461589813232422,[904934]
a280_1,48,279,10,904901,4901,0,900000,515,10,27900,0.011338233947753906,[904901]
a280_1,49,279,10,904995,4995,0,900000,510,10,27900,0.012335062026977539,[904995]
