type,saw_policy,percentage_replaced,population_size,neighborhoods,tournament_k,random_k,termination_criterion,alpha,beta,gamma,delta,iteration,instance,starting-time
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:00:43:59
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:00:50:18
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:00:56:31
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:02:40
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:08:53
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:15:07
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:21:25
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:27:36
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:33:48
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:40:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:46:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,17,rand_test_17,20230104:01:52:21
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:01:58:36
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:05:00
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:11:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:17:59
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:24:23
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:31:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:38:21
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:44:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:51:21
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:02:57:51
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:03:04:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:03:10:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:03:17:05
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:03:23:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:03:29:55
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,18,rand_test_19,20230104:03:36:29
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:03:43:02
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:03:49:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:03:55:33
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:01:53
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:08:15
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:14:28
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:20:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:26:57
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:33:12
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:39:22
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:45:39
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:51:50
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:04:58:01
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:05:04:19
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:05:10:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,19,rand_test_5,20230104:05:16:56
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:05:23:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:05:29:25
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:05:35:42
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:05:42:02
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:05:48:19
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:05:54:39
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:00:58
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:07:05
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:13:22
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:19:39
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:25:53
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:32:01
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:38:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:44:32
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:50:45
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,20,rand_test_5,20230104:06:57:00
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:03:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:09:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:16:26
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:23:10
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:29:46
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:36:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:42:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:49:20
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:07:55:50
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:08:02:18
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:08:09:02
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:08:15:27
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:08:22:01
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:08:28:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:08:35:01
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,21,rand_test_13,20230104:08:41:36
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:08:48:09
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:08:54:33
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:00:58
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:07:30
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:13:50
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:20:11
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:26:36
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:32:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:39:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:45:33
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:51:56
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:09:58:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:10:04:38
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:10:10:58
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:10:17:16
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,22,rand_test_9,20230104:10:23:32
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:10:29:52
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:10:36:28
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.05,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:10:43:05
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:10:49:41
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:10:56:19
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.1,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:02:54
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],27,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:09:31
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:16:03
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:22:35
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.2,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:29:08
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:35:42
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:42:14
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.4,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:48:44
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],50,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:11:55:22
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],81,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:12:01:55
algorithm,Constant-Weights(Gamma-1:3;Gamma-2:3;Gamma-3:3),0.9,100,[trip_2_opt;remove_customer;add_customer;remove_hotel;add_hotel;],95,5,400,0.5,-1.0,-0.5,0.5,23,rand_test_11,20230104:12:08:35
